Date,Partners,OA,Transactions,Transactions Delivered
2024-01-01,NEUTRAFIX,MVDNOTIFY,.00000000,.00000000
2024-01-01,NEUTRAFIX,NUTHINFANC,.00000000,.00000000
2024-01-01,NEUTRAFIX,SMSBUMP,.00000000,.00000000
2024-01-01,NEUTRAFIX,WHATSAPP,.00000000,.00000000
2024-01-01,NEUTRAFIX,YON,.00000000,.00000000
2024-01-01,NEUTRAFIX,BABKA,.00000000,.00000000
2024-01-01,NEUTRAFIX,BLOCKCHAIN,.00000000,.00000000
2024-01-01,NEUTRAFIX,COINS.PH,.00000000,.00000000
2024-01-01,NEUTRAFIX,DAHABSHIIL,.00000000,.00000000
2024-01-01,NEUTRAFIX,DUOLINGO,.00000000,.00000000
2024-01-01,NEUTRAFIX,FACEBOOK,.00000000,.00000000
2024-01-01,NEUTRAFIX,FIVERR,.00000000,.00000000
2024-01-01,NEUTRAFIX,GMX.COM,.00000000,.00000000
2024-01-01,NEUTRAFIX,HUAWEI,.00000000,.00000000
2024-01-01,NEUTRAFIX,IDFCBK,.00000000,.00000000
2024-01-01,NEUTRAFIX,JEDCO,.00000000,.00000000
2024-01-01,NEUTRAFIX,JETSTAR,.00000000,.00000000
2024-01-01,NEUTRAFIX,KAKAOTALK,.00000000,.00000000
2024-01-01,NEUTRAFIX,MB SANDS S,.00000000,.00000000
2024-01-01,NEUTRAFIX,P2P(UK),.00000000,.00000000
2024-01-01,NEUTRAFIX,P2P(ZA),.00000000,.00000000
2024-01-01,NEUTRAFIX,RIA,.00000000,.00000000
2024-01-01,NEUTRAFIX,STORMGAIN,.00000000,.00000000
2024-01-01,NEUTRAFIX,SUBMAIL,.00000000,.00000000
2024-01-01,NEUTRAFIX,T-BUSINESS,.00000000,.00000000
2024-01-01,NEUTRAFIX,TRUECALLER,.00000000,.00000000
2024-01-01,NEUTRAFIX,UAEPASS,.00000000,.00000000
2024-01-01,NEUTRAFIX,UBA,.00000000,.00000000
2024-01-01,NEUTRAFIX,UBER,.00000000,.00000000
2024-01-01,NEUTRAFIX,UNICREDIT,.00000000,.00000000
2024-01-01,NEUTRAFIX,WIFIID,.00000000,.00000000
2024-01-01,NEUTRAFIX,SNAPCHAT,.00000000,.00000000
2024-01-01,GLYRY,QSMS,.00000000,.00000000
2024-01-01,KAYEYRA,KAKAOTALK,.00000000,.00000000
2024-01-01,MESSAGEBIRD,DBSVONLINE,.00000000,.00000000
2024-01-01,RML,EMIRATES,.00000000,.00000000
2024-01-01,SAP(P2P),P2P(ES),.00000000,.00000000
2024-01-01,SILVERSTREET,MSVERIFY,.00000000,.00000000
2024-01-01,TOG,CATHAY,.00000000,.00000000
2024-01-01,TOG,GRAVITY,.00000000,.00000000
2024-01-01,TOG,OWAVES,.00000000,.00000000
2024-01-01,TOG,TASTYWORKS,.00000000,.00000000
2024-01-01,TOG,TEST,.00000000,.00000000
2024-01-02,CLX,AIASG,5.00000000,5.00000000
2024-01-02,CLX,PELAGO,6.00000000,6.00000000
2024-01-02,NEUTRAFIX,BADOO,3677.00000000,3677.00000000
2024-01-02,NEUTRAFIX,BARCLAYS,2.00000000,2.00000000
2024-01-02,NEUTRAFIX,GULFAIR,3.00000000,3.00000000
2024-01-02,NEUTRAFIX,HASHKEY,1.00000000,1.00000000
2024-01-02,NEUTRAFIX,HELLOYO,12.00000000,12.00000000
2024-01-02,NEUTRAFIX,PINSMS,1.00000000,1.00000000
2024-01-02,NEUTRAFIX,PRIVATBANK,8.00000000,8.00000000
2024-01-02,NEUTRAFIX,RAZER,10.00000000,10.00000000
2024-01-02,NEUTRAFIX,UBER,180.00000000,180.00000000
2024-01-02,NEUTRAFIX,VANTAGE,3.00000000,3.00000000
2024-01-02,NEUTRAFIX,VIBER,12.00000000,12.00000000
2024-01-02,NEUTRAFIX,GOOGLE,1241.00000000,1241.00000000
2024-01-02,NEUTRAFIX,HASHKEY,1.00000000,1.00000000
2024-01-02,NEUTRAFIX,WHATSAPP,19.00000000,19.00000000
2024-01-02,NEUTRAFIX,AIRFRANCE,7.00000000,7.00000000
2024-01-02,NEUTRAFIX,BADOO,8.00000000,8.00000000
2024-01-02,NEUTRAFIX,BERSHKA.CO,7.00000000,7.00000000
2024-01-02,NEUTRAFIX,BOSCH,2.00000000,2.00000000
2024-01-02,NEUTRAFIX,CAREEM,9.00000000,9.00000000
2024-01-02,NEUTRAFIX,CHKMOB,25.00000000,25.00000000
2024-01-02,NEUTRAFIX,CHOWTAIFOO,39.00000000,39.00000000
2024-01-02,NEUTRAFIX,CITIBANKSG,10.00000000,10.00000000
2024-01-02,NEUTRAFIX,CLOUDOTP,143.00000000,143.00000000
2024-01-02,NEUTRAFIX,DBALRT,15.00000000,15.00000000
2024-01-02,NEUTRAFIX,DBS BANK,110.00000000,110.00000000
2024-01-02,NEUTRAFIX,DUOLINGO,101.00000000,101.00000000
2024-01-02,NEUTRAFIX,FACEBOOK,941.00000000,941.00000000
2024-01-02,NEUTRAFIX,HBL,2.00000000,2.00000000
2024-01-02,NEUTRAFIX,HONOR,11.00000000,11.00000000
2024-01-02,NEUTRAFIX,IMO,1.00000000,1.00000000
2024-01-02,NEUTRAFIX,MSVERIFY,76.00000000,76.00000000
2024-01-02,NEUTRAFIX,MYTRIP,2.00000000,2.00000000
2024-01-02,NEUTRAFIX,NHNCORP,7.00000000,7.00000000
2024-01-02,NEUTRAFIX,OCBC,901.00000000,901.00000000
2024-01-02,NEUTRAFIX,ONDEOTP,10.00000000,10.00000000
2024-01-02,NEUTRAFIX,P2P(MU),1.00000000,1.00000000
2024-01-02,NEUTRAFIX,PUBG,8.00000000,8.00000000
2024-01-02,NEUTRAFIX,SBPS,2.00000000,2.00000000
2024-01-02,NEUTRAFIX,TAOBAO,22.00000000,22.00000000
2024-01-02,NEUTRAFIX,TIKTOK,5304.00000000,5304.00000000
2024-01-02,NEUTRAFIX,TKINFO,243.00000000,243.00000000
2024-01-02,NEUTRAFIX,TWITTER,632.00000000,632.00000000
2024-01-02,NEUTRAFIX,WEVERSE,1.00000000,1.00000000
2024-01-02,NEUTRAFIX,WIFISTATIO,4.00000000,4.00000000
2024-01-02,NEUTRAFIX,XIAOMI,451.00000000,451.00000000
2024-01-02,NEUTRAFIX,YUNGO,1.00000000,1.00000000
2024-01-02,NEUTRAFIX,HELLOYO,4.00000000,4.00000000
2024-01-02,NEUTRAFIX,STRAVA,6.00000000,6.00000000
2024-01-02,D-TESTELLIUM_TS,HBL,2.00000000,2.00000000
2024-01-02,KAYEYRA,UMPAY,1.00000000,1.00000000
2024-01-02,KAYEYRA,XENDIT,14.00000000,14.00000000
2024-01-02,LANCK TELECOM,YOLLA,4.00000000,4.00000000
2024-01-02,MESSAGEBIRD,DBSVONLINE,1.00000000,1.00000000
2024-01-02,MESSAGEBIRD,HCLOUD,8.00000000,8.00000000
2024-01-02,MESSAGEBIRD,LENOVO,4.00000000,4.00000000
2024-01-02,NEXMO,DHL,1.00000000,1.00000000
2024-01-02,NEXMO,KAKAOTALK,47.00000000,47.00000000
2024-01-02,NEXMO,LIVE ON,10.00000000,10.00000000
2024-01-02,NEXMO,TINVIO,2.00000000,2.00000000
2024-01-02,RML,MSVERIFY,1.00000000,1.00000000
2024-01-02,SAP(P2P),P2P(MZ),1.00000000,1.00000000
2024-01-02,SAP(P2P),P2P(NL),78.00000000,78.00000000
2024-01-02,SAP(P2P),X,418.00000000,418.00000000
2024-01-02,TOG,HUAWEI,6.00000000,6.00000000
2024-01-02,TOG,LUCKIN,5.00000000,5.00000000
2024-01-02,TOG,OBILET,6.00000000,6.00000000
2024-01-02,TOG,TELEGRAM,49.00000000,49.00000000
2024-01-02,TOG,TICKETBOAR,5.00000000,5.00000000
2024-01-02,TOG,TINDER,274.00000000,274.00000000
2024-01-02,TOG,WEB3AUTH,2.00000000,2.00000000
2024-01-02,TOG,WOOPLUS,2.00000000,2.00000000
2024-01-02,TWILIO,VANTAGE,7.00000000,7.00000000
2024-01-02,WAVECELL,FWD SG,19.00000000,19.00000000
2024-01-02,CITIC(P2P),P2P(MY),.00000000,.00000000
2024-01-02,NEUTRAFIX,8X8,.00000000,.00000000
2024-01-02,NEUTRAFIX,DING,.00000000,.00000000
2024-01-02,NEUTRAFIX,HSBC,.00000000,.00000000
2024-01-02,NEUTRAFIX,HUAWEI,.00000000,.00000000
2024-01-02,NEUTRAFIX,IFAST,.00000000,.00000000
2024-01-02,NEUTRAFIX,IMO,.00000000,.00000000
2024-01-02,NEUTRAFIX,IPB.CITISG,.00000000,.00000000
2024-01-02,NEUTRAFIX,MARATHONBE,.00000000,.00000000
2024-01-02,NEUTRAFIX,MOCEN,.00000000,.00000000
2024-01-02,NEUTRAFIX,SQUADCAST,.00000000,.00000000
2024-01-02,NEUTRAFIX,BAND,.00000000,.00000000
2024-01-02,NEUTRAFIX,HDFCBK,.00000000,.00000000
2024-01-02,NEUTRAFIX,MVDNOTIFY,.00000000,.00000000
2024-01-02,NEUTRAFIX,TIKTOK,.00000000,.00000000
2024-01-02,NEUTRAFIX,AIR LIQUID,.00000000,.00000000
2024-01-02,NEUTRAFIX,BARCLAYS,.00000000,.00000000
2024-01-02,NEUTRAFIX,BINANCE,.00000000,.00000000
2024-01-02,NEUTRAFIX,BPCE,.00000000,.00000000
2024-01-02,NEUTRAFIX,CAMSCANNER,.00000000,.00000000
2024-01-02,NEUTRAFIX,CARAUS,.00000000,.00000000
2024-01-02,NEUTRAFIX,CATHAY,.00000000,.00000000
2024-01-02,NEUTRAFIX,CLUBHOUSE,.00000000,.00000000
2024-01-02,NEUTRAFIX,ERSCLINIC,.00000000,.00000000
2024-01-02,NEUTRAFIX,EUROCARD,.00000000,.00000000
2024-01-02,NEUTRAFIX,FLYUNITED,.00000000,.00000000
2024-01-02,NEUTRAFIX,HAMURNI,.00000000,.00000000
2024-01-02,NEUTRAFIX,JEDCO,.00000000,.00000000
2024-01-02,NEUTRAFIX,KAKAOTALK,.00000000,.00000000
2024-01-02,NEUTRAFIX,LIVECHAMP,.00000000,.00000000
2024-01-02,NEUTRAFIX,LUVATAMY,.00000000,.00000000
2024-01-02,NEUTRAFIX,MAYBANKSG,.00000000,.00000000
2024-01-02,NEUTRAFIX,MEXC,.00000000,.00000000
2024-01-02,NEUTRAFIX,MUSE,.00000000,.00000000
2024-01-02,NEUTRAFIX,NUSWIFI,.00000000,.00000000
2024-01-02,NEUTRAFIX,OASIS,.00000000,.00000000
2024-01-02,NEUTRAFIX,PAY2HOME,.00000000,.00000000
2024-01-02,NEUTRAFIX,PRUDENTIAL,.00000000,.00000000
2024-01-02,NEUTRAFIX,SCOOT,.00000000,.00000000
2024-01-02,NEUTRAFIX,SIELTEID,.00000000,.00000000
2024-01-02,NEUTRAFIX,STRADIVARI,.00000000,.00000000
2024-01-02,NEUTRAFIX,WASHMEN,.00000000,.00000000
2024-01-02,NEUTRAFIX,WECHAT,.00000000,.00000000
2024-01-02,NEUTRAFIX,WOWAPP,.00000000,.00000000
2024-01-02,NEUTRAFIX,TRAVELINFO,.00000000,.00000000
2024-01-02,NEUTRAFIX,VANTAGE,.00000000,.00000000
2024-01-02,D-TESTELLIUM_TS,SQFLTINFO,.00000000,.00000000
2024-01-02,KAYEYRA,CHONRY,.00000000,.00000000
2024-01-02,KAYEYRA,DOCUSIGN,.00000000,.00000000
2024-01-02,KAYEYRA,P2P(SG),.00000000,.00000000
2024-01-02,KAYEYRA,QP1,.00000000,.00000000
2024-01-02,KAYEYRA,RHBANK,.00000000,.00000000
2024-01-02,KAYEYRA,VIBER,.00000000,.00000000
2024-01-02,LANCK TELECOM,LTINBOX,.00000000,.00000000
2024-01-02,MESSAGEBIRD,FSMONE,.00000000,.00000000
2024-01-02,MESSAGEBIRD,HALLOAPP,.00000000,.00000000
2024-01-02,MESSAGEBIRD,HELLOYO,.00000000,.00000000
2024-01-02,MESSAGEBIRD,JOYCE,.00000000,.00000000
2024-01-02,NEXMO,CURIOUSCAT,.00000000,.00000000
2024-01-02,NEXMO,GARENA,.00000000,.00000000
2024-01-02,NEXMO,KAKAO,.00000000,.00000000
2024-01-02,NEXMO,WHATSAPP,.00000000,.00000000
2024-01-02,RML,HUAWEI,.00000000,.00000000
2024-01-02,SAP(P2P),P2P(SG),.00000000,.00000000
2024-01-02,SAP(P2P),P2P(VN),.00000000,.00000000
2024-01-02,TOG,BIOMARK,.00000000,.00000000
2024-01-02,TOG,CASETIFY,.00000000,.00000000
2024-01-02,TOG,INFO,.00000000,.00000000
2024-01-02,TOG,PATREON,.00000000,.00000000
2024-01-02,TOG,QOOKKA,.00000000,.00000000
2024-01-02,TOG,XREX,.00000000,.00000000
2024-01-02,WAVECELL,BIGOLIVE,.00000000,.00000000
2024-01-03,AXIATA,GOOGLE,52.00000000,52.00000000
2024-01-03,CITIC,SAIC,2.00000000,2.00000000
2024-01-03,CLX,ONESERVICE,3.00000000,3.00000000
2024-01-03,CMI,OKCUPID,4.00000000,4.00000000
2024-01-03,NEUTRAFIX,CGSMS,7.00000000,7.00000000
2024-01-03,NEUTRAFIX,CLOPEN,5.00000000,5.00000000
2024-01-03,NEUTRAFIX,HASE,11.00000000,11.00000000
2024-01-03,NEUTRAFIX,HLBANK,1.00000000,1.00000000
2024-01-03,NEUTRAFIX,IMO,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,IPB.CITISG,84.00000000,84.00000000
2024-01-03,NEUTRAFIX,KOREANAIR,39.00000000,39.00000000
2024-01-03,NEUTRAFIX,LUCKIN,4.00000000,4.00000000
2024-01-03,NEUTRAFIX,NETS,2.00000000,2.00000000
2024-01-03,NEUTRAFIX,OCBC,73.00000000,73.00000000
2024-01-03,NEUTRAFIX,OLE777,4.00000000,4.00000000
2024-01-03,NEUTRAFIX,PUBLICBANK,7.00000000,7.00000000
2024-01-03,NEUTRAFIX,TRANSFERZ,128.00000000,128.00000000
2024-01-03,NEUTRAFIX,VANTAGE,4.00000000,4.00000000
2024-01-03,NEUTRAFIX,VERIFY,13.00000000,13.00000000
2024-01-03,NEUTRAFIX,VERIFYKIT,5.00000000,5.00000000
2024-01-03,NEUTRAFIX,VIYA,5.00000000,5.00000000
2024-01-03,NEUTRAFIX,WESTERNU,123.00000000,123.00000000
2024-01-03,NEUTRAFIX,EXNESS,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,MVDNOTIFY,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,OKTA,1.00000000,1.00000000
2024-01-03,NEUTRAFIX,SMSBUMP,9.00000000,9.00000000
2024-01-03,NEUTRAFIX,ACCESS,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,ASTCOM,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,AUTHY,4.00000000,4.00000000
2024-01-03,NEUTRAFIX,CHOWTAIFOO,2.00000000,2.00000000
2024-01-03,NEUTRAFIX,DBS BANK,138.00000000,138.00000000
2024-01-03,NEUTRAFIX,DIDI,20.00000000,20.00000000
2024-01-03,NEUTRAFIX,EXPERTOPT,14.00000000,14.00000000
2024-01-03,NEUTRAFIX,FISECCODE,1.00000000,1.00000000
2024-01-03,NEUTRAFIX,GODREJID,136.00000000,136.00000000
2024-01-03,NEUTRAFIX,GSHARES,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,HEDONISM,2.00000000,2.00000000
2024-01-03,NEUTRAFIX,IATSMS,42.00000000,42.00000000
2024-01-03,NEUTRAFIX,LUFTHANSA,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,LUVATAMY,22.00000000,22.00000000
2024-01-03,NEUTRAFIX,MEXC,7386.00000000,7386.00000000
2024-01-03,NEUTRAFIX,OCBC,780.00000000,780.00000000
2024-01-03,NEUTRAFIX,OLX,8.00000000,8.00000000
2024-01-03,NEUTRAFIX,OPSGENIE,663.00000000,663.00000000
2024-01-03,NEUTRAFIX,P2P(KR),2.00000000,2.00000000
2024-01-03,NEUTRAFIX,P2P(VN),2.00000000,2.00000000
2024-01-03,NEUTRAFIX,P2P(ZA),24.00000000,24.00000000
2024-01-03,NEUTRAFIX,PAY2HOME,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,QOOKKA,3.00000000,3.00000000
2024-01-03,NEUTRAFIX,RWG,193.00000000,193.00000000
2024-01-03,NEUTRAFIX,SIXT,11.00000000,11.00000000
2024-01-03,NEUTRAFIX,SPDPROD,2.00000000,2.00000000
2024-01-03,NEUTRAFIX,TIKTOK,4721.00000000,4721.00000000
2024-01-03,NEUTRAFIX,VDESK,6.00000000,6.00000000
2024-01-03,NEUTRAFIX,VFS,1.00000000,1.00000000
2024-01-03,NEUTRAFIX,WEBONLINE,2.00000000,2.00000000
2024-01-03,NEUTRAFIX,X,362.00000000,362.00000000
2024-01-03,NEUTRAFIX,BATIKAIR,110.00000000,110.00000000
2024-01-03,NEUTRAFIX,EXNESS,48.00000000,48.00000000
2024-01-03,NEUTRAFIX,IHERB,1.00000000,1.00000000
2024-01-03,NEUTRAFIX,NAVERZ,111.00000000,111.00000000
2024-01-03,NEUTRAFIX,STRAVA,7.00000000,7.00000000
2024-01-03,NEUTRAFIX,WEVERSE,7.00000000,7.00000000
2024-01-03,KAYEYRA,GARENA,5.00000000,5.00000000
2024-01-03,KAYEYRA,GULFAIR,1.00000000,1.00000000
2024-01-03,KAYEYRA,KOREANAIR,37.00000000,37.00000000
2024-01-03,MESSAGEBIRD,AIRBNB,4.00000000,4.00000000
2024-01-03,NEXMO,BAND,5.00000000,5.00000000
2024-01-03,NEXMO,INLINE,8.00000000,8.00000000
2024-01-03,NEXMO,LAAPP,1.00000000,1.00000000
2024-01-03,SAP(P2P),P2P(KR),72.00000000,72.00000000
2024-01-03,SAP(P2P),P2P(MY),1746.00000000,1746.00000000
2024-01-03,SAP(P2P),P2P(SA),438.00000000,438.00000000
2024-01-03,SAP(P2P),P2P(SG),249.00000000,249.00000000
2024-01-03,TOG,ADOBE,1.00000000,1.00000000
2024-01-03,TOG,AMAZON,40173.00000000,40173.00000000
2024-01-03,TOG,ARRTUREST,4.00000000,4.00000000
2024-01-03,TOG,C8KE,1.00000000,1.00000000
2024-01-03,TOG,EBAY,84.00000000,84.00000000
2024-01-03,TOG,ETORO,32.00000000,32.00000000
2024-01-03,TOG,GENIES,1.00000000,1.00000000
2024-01-03,TOG,HETRIXTOOL,6.00000000,6.00000000
2024-01-03,TOG,INFO,318.00000000,318.00000000
2024-01-03,TOG,LIV0TP,28.00000000,28.00000000
2024-01-03,TOG,MONOBANK,1.00000000,1.00000000
2024-01-03,TOG,PDC-ALERTS,157.00000000,157.00000000
2024-01-03,TOG,SONDER,2.00000000,2.00000000
2024-01-03,TOG,SQUATS,4.00000000,4.00000000
2024-01-03,TOG,TAP,2.00000000,2.00000000
2024-01-03,TOG,U7BUY,7.00000000,7.00000000
2024-01-03,TOG,ZEO,2.00000000,2.00000000
2024-01-03,ALIBABA,ALIBABA,.00000000,.00000000
2024-01-03,AXIATA,P2P(US),.00000000,.00000000
2024-01-03,CITIC,BOCHK,.00000000,.00000000
2024-01-03,CLX,PELAGO,.00000000,.00000000
2024-01-03,CLX,ZARAONLINE,.00000000,.00000000
2024-01-03,NEUTRAFIX,ALIBABA,.00000000,.00000000
2024-01-03,NEUTRAFIX,ALIPAY,.00000000,.00000000
2024-01-03,NEUTRAFIX,AVERIS,.00000000,.00000000
2024-01-03,NEUTRAFIX,DHANBK,.00000000,.00000000
2024-01-03,NEUTRAFIX,HBL,.00000000,.00000000
2024-01-03,NEUTRAFIX,MONASHID,.00000000,.00000000
2024-01-03,NEUTRAFIX,QANTAS,.00000000,.00000000
2024-01-03,NEUTRAFIX,QP1,.00000000,.00000000
2024-01-03,NEUTRAFIX,SCALEWAY,.00000000,.00000000
2024-01-03,NEUTRAFIX,VIBER,.00000000,.00000000
2024-01-03,NEUTRAFIX,ZEN,.00000000,.00000000
2024-01-03,NEUTRAFIX,BUMBLE,.00000000,.00000000
2024-01-03,NEUTRAFIX,CGD,.00000000,.00000000
2024-01-03,NEUTRAFIX,HCLOUD,.00000000,.00000000
2024-01-03,NEUTRAFIX,KONSEL,.00000000,.00000000
2024-01-03,NEUTRAFIX,TWILIO,.00000000,.00000000
2024-01-03,NEUTRAFIX,VANTAGE,.00000000,.00000000
2024-01-03,NEUTRAFIX,VIBER,.00000000,.00000000
2024-01-03,NEUTRAFIX,AIRBNB,.00000000,.00000000
2024-01-03,NEUTRAFIX,BAYER,.00000000,.00000000
2024-01-03,NEUTRAFIX,CATHAY,.00000000,.00000000
2024-01-03,NEUTRAFIX,CONNECT,.00000000,.00000000
2024-01-03,NEUTRAFIX,DUTTIONLIN,.00000000,.00000000
2024-01-03,NEUTRAFIX,ELITHAIR,.00000000,.00000000
2024-01-03,NEUTRAFIX,EXMO.COM,.00000000,.00000000
2024-01-03,NEUTRAFIX,HULT,.00000000,.00000000
2024-01-03,NEUTRAFIX,LOCUSS,.00000000,.00000000
2024-01-03,NEUTRAFIX,NAVERZ,.00000000,.00000000
2024-01-03,NEUTRAFIX,NETS,.00000000,.00000000
2024-01-03,NEUTRAFIX,NIKE,.00000000,.00000000
2024-01-03,NEUTRAFIX,OKX,.00000000,.00000000
2024-01-03,NEUTRAFIX,OLE777,.00000000,.00000000
2024-01-03,NEUTRAFIX,P2P(IT),.00000000,.00000000
2024-01-03,NEUTRAFIX,PUBG,.00000000,.00000000
2024-01-03,NEUTRAFIX,SKRIBBLE,.00000000,.00000000
2024-01-03,NEUTRAFIX,SKRILL,.00000000,.00000000
2024-01-03,NEUTRAFIX,SWEATCOIN,.00000000,.00000000
2024-01-03,NEUTRAFIX,XIAOMI,.00000000,.00000000
2024-01-03,NEUTRAFIX,ZOOM,.00000000,.00000000
2024-01-03,NEUTRAFIX,ATHOC,.00000000,.00000000
2024-01-03,NEUTRAFIX,HCLOUD,.00000000,.00000000
2024-01-03,NEUTRAFIX,KAKAO,.00000000,.00000000
2024-01-03,NEUTRAFIX,LAZADA,.00000000,.00000000
2024-01-03,NEUTRAFIX,VANTAGE,.00000000,.00000000
2024-01-03,NEUTRAFIX,YANDEX,.00000000,.00000000
2024-01-03,KAYEYRA,AUTHMSG,.00000000,.00000000
2024-01-03,KAYEYRA,DBS BANK,.00000000,.00000000
2024-01-03,KAYEYRA,KONSEL,.00000000,.00000000
2024-01-03,KAYEYRA,MVDNOTIFY,.00000000,.00000000
2024-01-03,KAYEYRA,SOULCHILL,.00000000,.00000000
2024-01-03,LANCK TELECOM,YOLLA,.00000000,.00000000
2024-01-03,MESSAGEBIRD,BOS,.00000000,.00000000
2024-01-03,NEXMO,BOYAA,.00000000,.00000000
2024-01-03,NEXMO,DING,.00000000,.00000000
2024-01-03,NEXMO,OMNE-BYFWD,.00000000,.00000000
2024-01-03,NEXMO,WHATSAPP,.00000000,.00000000
2024-01-03,RML,MSVERIFY,.00000000,.00000000
2024-01-03,SAP(P2P),P2P(IT),.00000000,.00000000
2024-01-03,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-01-03,TOG,AILMSG1,.00000000,.00000000
2024-01-03,TOG,ALOOBA,.00000000,.00000000
2024-01-03,TOG,CODASHOP,.00000000,.00000000
2024-01-03,TOG,FPMARKETS,.00000000,.00000000
2024-01-03,TOG,LUCKIN,.00000000,.00000000
2024-01-03,TOG,RLAX,.00000000,.00000000
2024-01-03,TOG,SCRUFF,.00000000,.00000000
2024-01-03,TOG,SONY,.00000000,.00000000
2024-01-03,TOG,STEAM,.00000000,.00000000
2024-01-03,TOG,TINDER,.00000000,.00000000
2024-01-03,WAVECELL,PRUDENTIAL,.00000000,.00000000
2024-01-04,CITIC,SAIC,13.00000000,13.00000000
2024-01-04,CLX,IDFCFB,1.00000000,1.00000000
2024-01-04,CM.COM,HONOR,12.00000000,12.00000000
2024-01-04,NEUTRAFIX,ADP,21.00000000,21.00000000
2024-01-04,NEUTRAFIX,BDO-OTP,10.00000000,10.00000000
2024-01-04,NEUTRAFIX,FLIXBUS,3.00000000,3.00000000
2024-01-04,NEUTRAFIX,GJMC,1.00000000,1.00000000
2024-01-04,NEUTRAFIX,LARK,654.00000000,654.00000000
2024-01-04,NEUTRAFIX,MVDNOTIFY,13.00000000,13.00000000
2024-01-04,NEUTRAFIX,OKCUPID,80.00000000,80.00000000
2024-01-04,NEUTRAFIX,PUBLICBANK,1.00000000,1.00000000
2024-01-04,NEUTRAFIX,ADENA,2.00000000,2.00000000
2024-01-04,NEUTRAFIX,BADOO,2.00000000,2.00000000
2024-01-04,NEUTRAFIX,TWITTER,51.00000000,51.00000000
2024-01-04,NEUTRAFIX,YANDEX,16.00000000,16.00000000
2024-01-04,NEUTRAFIX,AIRASIA,2.00000000,2.00000000
2024-01-04,NEUTRAFIX,ALIPAY,325.00000000,325.00000000
2024-01-04,NEUTRAFIX,AUTHMSG,22717.00000000,22717.00000000
2024-01-04,NEUTRAFIX,CARING,173.00000000,173.00000000
2024-01-04,NEUTRAFIX,CIGNA,11.00000000,11.00000000
2024-01-04,NEUTRAFIX,CLOUDOTP,128.00000000,128.00000000
2024-01-04,NEUTRAFIX,CURIOUSCAT,58.00000000,58.00000000
2024-01-04,NEUTRAFIX,DOCUSIGN,1.00000000,1.00000000
2024-01-04,NEUTRAFIX,FIREFLYZ,9.00000000,9.00000000
2024-01-04,NEUTRAFIX,FWD SG,1.00000000,1.00000000
2024-01-04,NEUTRAFIX,HSBC-RETAI,4.00000000,4.00000000
2024-01-04,NEUTRAFIX,IDFCBK,2.00000000,2.00000000
2024-01-04,NEUTRAFIX,INCORP,27.00000000,27.00000000
2024-01-04,NEUTRAFIX,LAAPP,10.00000000,10.00000000
2024-01-04,NEUTRAFIX,LENOVO,70.00000000,70.00000000
2024-01-04,NEUTRAFIX,LINE,827.00000000,827.00000000
2024-01-04,NEUTRAFIX,MICROSOFT,18610.00000000,18610.00000000
2024-01-04,NEUTRAFIX,NUSWIFI,1.00000000,1.00000000
2024-01-04,NEUTRAFIX,P2P(UK),4.00000000,4.00000000
2024-01-04,NEUTRAFIX,ROBOMARKET,2.00000000,2.00000000
2024-01-04,NEUTRAFIX,TKINFO,184.00000000,184.00000000
2024-01-04,NEUTRAFIX,TKOTP,12.00000000,12.00000000
2024-01-04,NEUTRAFIX,VERIGATOR,44.00000000,44.00000000
2024-01-04,NEUTRAFIX,VIVO,10.00000000,10.00000000
2024-01-04,NEUTRAFIX,ZOOM,230.00000000,230.00000000
2024-01-04,NEUTRAFIX,AUTHY,4.00000000,4.00000000
2024-01-04,NEUTRAFIX,SENTBE,11.00000000,11.00000000
2024-01-04,FACEBOOK,FACEBOOK,545540.00000000,545540.00000000
2024-01-04,MESSAGEBIRD,ALPHA,6.00000000,6.00000000
2024-01-04,MESSAGEBIRD,BIGO,64.00000000,64.00000000
2024-01-04,MESSAGEBIRD,BOS,1.00000000,1.00000000
2024-01-04,MESSAGEBIRD,EXTRAREWAR,5.00000000,5.00000000
2024-01-04,MESSAGEBIRD,GOOGLE,10.00000000,10.00000000
2024-01-04,MESSAGEBIRD,LENOVO,1.00000000,1.00000000
2024-01-04,MESSAGEBIRD,QUNAR,1.00000000,1.00000000
2024-01-04,NEXMO,HCLOUD,12.00000000,12.00000000
2024-01-04,NEXMO,SGX,2.00000000,2.00000000
2024-01-04,NEXMO,X,4.00000000,4.00000000
2024-01-04,PAASOO,WARGAMING,2.00000000,2.00000000
2024-01-04,SAP(P2P),P2P(870),34.00000000,34.00000000
2024-01-04,SYNIVERSE,LIKEE,1.00000000,1.00000000
2024-01-04,TOG,HB-2013050,184.00000000,184.00000000
2024-01-04,TOG,OKX,8.00000000,8.00000000
2024-01-04,TOG,PATREON,1.00000000,1.00000000
2024-01-04,TOG,PHUNWALLET,1.00000000,1.00000000
