Date,Partners,OA,Transactions,Transactions Delivered
2024-02-06,NEUTRAFIX,MSD,.00000000,.00000000
2024-02-06,NEUTRAFIX,NHNCORP,.00000000,.00000000
2024-02-06,NEUTRAFIX,P2P(AU),.00000000,.00000000
2024-02-06,NEUTRAFIX,P2P(RU),.00000000,.00000000
2024-02-06,NEUTRAFIX,PAYBIS,.00000000,.00000000
2024-02-06,NEUTRAFIX,SENDGRID,.00000000,.00000000
2024-02-06,NEUTRAFIX,TIGER,.00000000,.00000000
2024-02-06,NEUTRAFIX,TIMEGATE,.00000000,.00000000
2024-02-06,NEUTRAFIX,TRUECALLER,.00000000,.00000000
2024-02-06,NEUTRAFIX,VONAGE,.00000000,.00000000
2024-02-06,NEUTRAFIX,WECHAT,.00000000,.00000000
2024-02-06,NEUTRAFIX,WHATSAPP,.00000000,.00000000
2024-02-06,NEUTRAFIX,WORLDFIRST,.00000000,.00000000
2024-02-06,NEUTRAFIX,YALLACHAT,.00000000,.00000000
2024-02-06,NEUTRAFIX,TWILIO,.00000000,.00000000
2024-02-06,D-TESTELLIUM_TS,X,.00000000,.00000000
2024-02-06,GLYRY,VIVO,.00000000,.00000000
2024-02-06,MESSAGEBIRD,BIGO,.00000000,.00000000
2024-02-06,MESSAGEBIRD,DBS BANK,.00000000,.00000000
2024-02-06,MESSAGEBIRD,INTLSOS,.00000000,.00000000
2024-02-06,NEXMO,MITRADE,.00000000,.00000000
2024-02-06,NEXMO,NHNCORP,.00000000,.00000000
2024-02-06,SAP(P2P),P2P(KH),.00000000,.00000000
2024-02-06,SAP(P2P),P2P(VN),.00000000,.00000000
2024-02-06,SILVERSTREET,OCBC,.00000000,.00000000
2024-02-06,TOG,ACEGLOBAL,.00000000,.00000000
2024-02-06,TOG,BLOFIN,.00000000,.00000000
2024-02-06,TOG,ETORO,.00000000,.00000000
2024-02-06,TOG,HAIERSMART,.00000000,.00000000
2024-02-06,TOG,LATITUDE,.00000000,.00000000
2024-02-06,TOG,LIV0TP,.00000000,.00000000
2024-02-06,TOG,MONOBANK,.00000000,.00000000
2024-02-06,TOG,MSCOMMERCE,.00000000,.00000000
2024-02-06,TOG,NHSLOGIN,.00000000,.00000000
2024-02-06,TOG,PHELIX,.00000000,.00000000
2024-02-06,TOG,SECURE,.00000000,.00000000
2024-02-06,TOG,SMSAUTH,.00000000,.00000000
2024-02-06,TOG,SYNOLOGY,.00000000,.00000000
2024-02-06,TOG,VIU,.00000000,.00000000
2024-02-07,CLX,KLM,63.00000000,63.00000000
2024-02-07,CLX,KOTAKB,1.00000000,1.00000000
2024-02-07,CMI,TINDER,1.00000000,1.00000000
2024-02-07,NEUTRAFIX,AGODA,47.00000000,47.00000000
2024-02-07,NEUTRAFIX,BIGO,126.00000000,126.00000000
2024-02-07,NEUTRAFIX,CELERITY,1.00000000,1.00000000
2024-02-07,NEUTRAFIX,DSV,50.00000000,50.00000000
2024-02-07,NEUTRAFIX,GEOF,70.00000000,70.00000000
2024-02-07,NEUTRAFIX,JEDCO,36.00000000,36.00000000
2024-02-07,NEUTRAFIX,JPMCPB,8.00000000,8.00000000
2024-02-07,NEUTRAFIX,MONASHID,8.00000000,8.00000000
2024-02-07,NEUTRAFIX,QSMS,19.00000000,19.00000000
2024-02-07,NEUTRAFIX,STC,18.00000000,18.00000000
2024-02-07,NEUTRAFIX,TELEGRAM,20.00000000,20.00000000
2024-02-07,NEUTRAFIX,TNB,3.00000000,3.00000000
2024-02-07,NEUTRAFIX,DLS,71.00000000,71.00000000
2024-02-07,NEUTRAFIX,HUAWEI,3300.00000000,3300.00000000
2024-02-07,NEUTRAFIX,LINE,126.00000000,126.00000000
2024-02-07,NEUTRAFIX,PIN-UP,1.00000000,1.00000000
2024-02-07,NEUTRAFIX,ALIPAY,279.00000000,279.00000000
2024-02-07,NEUTRAFIX,ARUBA,9.00000000,9.00000000
2024-02-07,NEUTRAFIX,ASCENDEX,3.00000000,3.00000000
2024-02-07,NEUTRAFIX,BCHAMPS,14.00000000,14.00000000
2024-02-07,NEUTRAFIX,CAREEM,4.00000000,4.00000000
2024-02-07,NEUTRAFIX,CARSERVICE,4.00000000,4.00000000
2024-02-07,NEUTRAFIX,DISNEYPLUS,572.00000000,572.00000000
2024-02-07,NEUTRAFIX,EXNESS,7553.00000000,7553.00000000
2024-02-07,NEUTRAFIX,GRAB,4.00000000,4.00000000
2024-02-07,NEUTRAFIX,HCONNECT,31.00000000,31.00000000
2024-02-07,NEUTRAFIX,HLBANK,1.00000000,1.00000000
2024-02-07,NEUTRAFIX,IHERB,4.00000000,4.00000000
2024-02-07,NEUTRAFIX,LINE,548.00000000,548.00000000
2024-02-07,NEUTRAFIX,MAYBANKSG,14.00000000,14.00000000
2024-02-07,NEUTRAFIX,OMANTELWIF,38.00000000,38.00000000
2024-02-07,NEUTRAFIX,P2P(870),1.00000000,1.00000000
2024-02-07,NEUTRAFIX,P2P(BE),7.00000000,7.00000000
2024-02-07,NEUTRAFIX,P2P(INDO),4.00000000,4.00000000
2024-02-07,NEUTRAFIX,P2P(KR),1.00000000,1.00000000
2024-02-07,NEUTRAFIX,P2P(MU),1.00000000,1.00000000
2024-02-07,NEUTRAFIX,P2P(RU),31.00000000,31.00000000
2024-02-07,NEUTRAFIX,PRUDENTIAL,4.00000000,4.00000000
2024-02-07,NEUTRAFIX,PUBG,2.00000000,2.00000000
2024-02-07,NEUTRAFIX,SKRILL,79.00000000,79.00000000
2024-02-07,NEUTRAFIX,SMSTO,1.00000000,1.00000000
2024-02-07,NEUTRAFIX,TLSCONTACT,105.00000000,105.00000000
2024-02-07,NEUTRAFIX,TOPINFO,24.00000000,24.00000000
2024-02-07,NEUTRAFIX,VERIFY,14.00000000,14.00000000
2024-02-07,NEUTRAFIX,VERIGATOR,156.00000000,156.00000000
2024-02-07,NEUTRAFIX,WIFIID,10.00000000,10.00000000
2024-02-07,NEUTRAFIX,WOWAPP,9.00000000,9.00000000
2024-02-07,NEUTRAFIX,YAMAHAMOTO,1275.00000000,1275.00000000
2024-02-07,NEUTRAFIX,YOUBIZ,6.00000000,6.00000000
2024-02-07,NEUTRAFIX,UPT,1.00000000,1.00000000
2024-02-07,NEUTRAFIX,VISTAR,6.00000000,6.00000000
2024-02-07,D-TESTELLIUM_TS,X,4.00000000,4.00000000
2024-02-07,GLYRY,NXCOMM,26.00000000,26.00000000
2024-02-07,KAYEYRA,X,5.00000000,5.00000000
2024-02-07,LANCK TELECOM,1XBET.COM,2.00000000,2.00000000
2024-02-07,MESSAGEBIRD,AIRBNB,1.00000000,1.00000000
2024-02-07,MESSAGEBIRD,DBS BANK,659.00000000,659.00000000
2024-02-07,MESSAGEBIRD,QIPENG,2.00000000,2.00000000
2024-02-07,SAP(P2P),P2P(DZ),12.00000000,12.00000000
2024-02-07,SAP(P2P),P2P(FR),44.00000000,44.00000000
2024-02-07,SYNIVERSE,EASTWESTBN,2.00000000,2.00000000
2024-02-07,TOG,AMWAY,111.00000000,111.00000000
2024-02-07,TOG,HAIERSMART,1.00000000,1.00000000
2024-02-07,TOG,LEGENDPAY,5.00000000,5.00000000
2024-02-07,TOG,MICROSOFT,2554.00000000,2554.00000000
2024-02-07,TOG,QANTAS,80.00000000,80.00000000
2024-02-07,TOG,SENAYAN,3.00000000,3.00000000
2024-02-07,TOG,SHELLOTP,539.00000000,539.00000000
2024-02-07,TOG,SONY,2.00000000,2.00000000
2024-02-07,WAVECELL,PRUDENTIAL,45.00000000,45.00000000
2024-02-07,CITIC,SAIC,.00000000,.00000000
2024-02-07,CM.COM,ALIRICH,.00000000,.00000000
2024-02-07,CM.COM,HONOR,.00000000,.00000000
2024-02-07,NEUTRAFIX,AIASG,.00000000,.00000000
2024-02-07,NEUTRAFIX,BIGOLIVE,.00000000,.00000000
2024-02-07,NEUTRAFIX,EXNESS,.00000000,.00000000
2024-02-07,NEUTRAFIX,RAC,.00000000,.00000000
2024-02-07,NEUTRAFIX,TRANSFERZ,.00000000,.00000000
2024-02-07,NEUTRAFIX,WHATSAPP,.00000000,.00000000
2024-02-07,NEUTRAFIX,AIRASIA,.00000000,.00000000
2024-02-07,NEUTRAFIX,AIRBNB,.00000000,.00000000
2024-02-07,NEUTRAFIX,AUTHY,.00000000,.00000000
2024-02-07,NEUTRAFIX,BIGOLIVE,.00000000,.00000000
2024-02-07,NEUTRAFIX,DUOLINGO,.00000000,.00000000
2024-02-07,NEUTRAFIX,GMX.COM,.00000000,.00000000
2024-02-07,NEUTRAFIX,GNAME,.00000000,.00000000
2024-02-07,NEUTRAFIX,HECPAK,.00000000,.00000000
2024-02-07,NEUTRAFIX,HEYTAP,.00000000,.00000000
2024-02-07,NEUTRAFIX,LLOYDSBANK,.00000000,.00000000
2024-02-07,NEUTRAFIX,LUCKIN,.00000000,.00000000
2024-02-07,NEUTRAFIX,MCBPAK,.00000000,.00000000
2024-02-07,NEUTRAFIX,MONEYX,.00000000,.00000000
2024-02-07,NEUTRAFIX,MOOGOLD,.00000000,.00000000
2024-02-07,NEUTRAFIX,ONDEOTP,.00000000,.00000000
2024-02-07,NEUTRAFIX,OPSGENIE,.00000000,.00000000
2024-02-07,NEUTRAFIX,P2P(JP),.00000000,.00000000
2024-02-07,NEUTRAFIX,P2P(PH),.00000000,.00000000
2024-02-07,NEUTRAFIX,P2P(TZ),.00000000,.00000000
2024-02-07,NEUTRAFIX,ROMWE,.00000000,.00000000
2024-02-07,NEUTRAFIX,T-BUSINESS,.00000000,.00000000
2024-02-07,NEUTRAFIX,WANDR-E,.00000000,.00000000
2024-02-07,NEUTRAFIX,YAHOOMSG,.00000000,.00000000
2024-02-07,NEUTRAFIX,YALLACHAT,.00000000,.00000000
2024-02-07,NEUTRAFIX,ZEEGBL,.00000000,.00000000
2024-02-07,NEUTRAFIX,GJMC,.00000000,.00000000
2024-02-07,FACEBOOK,WHATSAPP,.00000000,.00000000
2024-02-07,LANCK TELECOM,WECHAT,.00000000,.00000000
2024-02-07,MESSAGEBIRD,HELLOYO,.00000000,.00000000
2024-02-07,MESSAGEBIRD,TICKETSWAP,.00000000,.00000000
2024-02-07,MESSAGEBIRD,WECHAT,.00000000,.00000000
2024-02-07,MONTY,PNBSMS,.00000000,.00000000
2024-02-07,NEXMO,FACEBOOK,.00000000,.00000000
2024-02-07,NEXMO,GARENA,.00000000,.00000000
2024-02-07,NEXMO,NXSMS,.00000000,.00000000
2024-02-07,SILVERSTREET,GE-LIFE,.00000000,.00000000
2024-02-07,TOG,INDRIVE,.00000000,.00000000
2024-02-07,TOG,KLOOK,.00000000,.00000000
2024-02-07,TOG,MEXC,.00000000,.00000000
2024-02-07,TOG,MMSALERT,.00000000,.00000000
2024-02-07,TOG,MOM,.00000000,.00000000
2024-02-07,TOG,NOTICE,.00000000,.00000000
2024-02-07,TOG,TELEGRAM,.00000000,.00000000
2024-02-08,CITIC(P2P),P2P(KR),85.00000000,85.00000000
2024-02-08,CITIC(P2P),P2P(MY),2401.00000000,2401.00000000
2024-02-08,CLX,ZARAONLINE,36.00000000,36.00000000
2024-02-08,NEUTRAFIX,BARCLAYS,1.00000000,1.00000000
2024-02-08,NEUTRAFIX,CITIBANKHK,13.00000000,13.00000000
2024-02-08,NEUTRAFIX,CLOPEN,4.00000000,4.00000000
2024-02-08,NEUTRAFIX,LENOVO,137.00000000,137.00000000
2024-02-08,NEUTRAFIX,MOCEN,5.00000000,5.00000000
2024-02-08,NEUTRAFIX,NUTHINFANC,1.00000000,1.00000000
2024-02-08,NEUTRAFIX,ORACLE,7.00000000,7.00000000
2024-02-08,NEUTRAFIX,TRANSFERZ,91.00000000,91.00000000
2024-02-08,NEUTRAFIX,AGODA,26.00000000,26.00000000
2024-02-08,NEUTRAFIX,BABKA,5.00000000,5.00000000
2024-02-08,NEUTRAFIX,BOOKING.CO,1.00000000,1.00000000
2024-02-08,NEUTRAFIX,BOX,3.00000000,3.00000000
2024-02-08,NEUTRAFIX,BYBIT,108.00000000,108.00000000
2024-02-08,NEUTRAFIX,CHONRY,2.00000000,2.00000000
2024-02-08,NEUTRAFIX,DININGCITY,10.00000000,10.00000000
2024-02-08,NEUTRAFIX,EPARTNER,1.00000000,1.00000000
2024-02-08,NEUTRAFIX,HCONNECT,15.00000000,15.00000000
2024-02-08,NEUTRAFIX,HKAIRLINES,6.00000000,6.00000000
2024-02-08,NEUTRAFIX,KRISFLYER,1125.00000000,1125.00000000
2024-02-08,NEUTRAFIX,MICETRIBE,1.00000000,1.00000000
2024-02-08,NEUTRAFIX,MITRADE,69.00000000,69.00000000
2024-02-08,NEUTRAFIX,P2P(NO),1.00000000,1.00000000
2024-02-08,NEUTRAFIX,PAYONEER,513.00000000,513.00000000
2024-02-08,NEUTRAFIX,SAVERIS2,1.00000000,1.00000000
2024-02-08,NEUTRAFIX,SBIBNK,42.00000000,42.00000000
2024-02-08,NEUTRAFIX,TIGER,15.00000000,15.00000000
2024-02-08,NEUTRAFIX,VIVO,22.00000000,22.00000000
2024-02-08,NEUTRAFIX,YOUBIZ,11.00000000,11.00000000
2024-02-08,NEUTRAFIX,YUBO,6.00000000,6.00000000
2024-02-08,NEUTRAFIX,APPLE,20695.00000000,20695.00000000
2024-02-08,NEUTRAFIX,DING,3.00000000,3.00000000
2024-02-08,NEUTRAFIX,NAVERZ,24.00000000,24.00000000
2024-02-08,NEUTRAFIX,SOFTWORLD,3.00000000,3.00000000
2024-02-08,NEUTRAFIX,SUBMAIL,97.00000000,97.00000000
2024-02-08,LANCK TELECOM,BANKTOCHKA,9.00000000,9.00000000
2024-02-08,MESSAGEBIRD,BYTEPLUS,7.00000000,7.00000000
2024-02-08,MESSAGEBIRD,LARK,1.00000000,1.00000000
2024-02-08,MESSAGEBIRD,SIGNATURE,1.00000000,1.00000000
2024-02-08,NEXMO,DUOLINGO,27.00000000,27.00000000
2024-02-08,NEXMO,NHNCORP,2.00000000,2.00000000
2024-02-08,NEXMO,WHISPIR,4.00000000,4.00000000
2024-02-08,PAASOO,WARGAMING,1.00000000,1.00000000
2024-02-08,SAP(P2P),P2P(AU),685.00000000,685.00000000
2024-02-08,SAP(P2P),P2P(NZ),13.00000000,13.00000000
2024-02-08,SAP(P2P),P2P(TH),1.00000000,1.00000000
2024-02-08,SAP(P2P),P2P(VN),5.00000000,5.00000000
2024-02-08,TOG,COMMCHAT,1.00000000,1.00000000
2024-02-08,TOG,DARWINBOX,108.00000000,108.00000000
2024-02-08,TOG,KUCOIN,53.00000000,53.00000000
2024-02-08,TOG,LATITUDE,3.00000000,3.00000000
2024-02-08,TOG,NEWSFLARE,1.00000000,1.00000000
2024-02-08,TOG,NHSLOGIN,1.00000000,1.00000000
2024-02-08,TOG,PHELIX,1.00000000,1.00000000
2024-02-08,TOG,RRESEARCH,4.00000000,4.00000000
2024-02-08,TOG,TEACHERON,1.00000000,1.00000000
2024-02-08,TOG,UME,2.00000000,2.00000000
2024-02-08,TOG,USHAREIT,1.00000000,1.00000000
2024-02-08,WAVECELL,TRYREVIEW,3.00000000,3.00000000
2024-02-08,CITIC,BOCHK,.00000000,.00000000
2024-02-08,CITIC(P2P),VOOPEE,.00000000,.00000000
2024-02-08,CLX,KOTAKB,.00000000,.00000000
2024-02-08,CMI,TINDER,.00000000,.00000000
2024-02-08,NEUTRAFIX,ABMBMY,.00000000,.00000000
2024-02-08,NEUTRAFIX,BUPA,.00000000,.00000000
2024-02-08,NEUTRAFIX,CLOUDOTP,.00000000,.00000000
2024-02-08,NEUTRAFIX,DIGIBK,.00000000,.00000000
2024-02-08,NEUTRAFIX,DNV,.00000000,.00000000
2024-02-08,NEUTRAFIX,FISECCODE,.00000000,.00000000
2024-02-08,NEUTRAFIX,MELIA,.00000000,.00000000
2024-02-08,NEUTRAFIX,OKCUPID,.00000000,.00000000
2024-02-08,NEUTRAFIX,PLVSMS,.00000000,.00000000
2024-02-08,NEUTRAFIX,RENTOKIL,.00000000,.00000000
2024-02-08,NEUTRAFIX,TELEGRAM,.00000000,.00000000
2024-02-08,NEUTRAFIX,TINDER,.00000000,.00000000
2024-02-08,NEUTRAFIX,TRANSFAST,.00000000,.00000000
2024-02-08,NEUTRAFIX,UNILEV,.00000000,.00000000
2024-02-08,NEUTRAFIX,UNSW,.00000000,.00000000
2024-02-08,NEUTRAFIX,WESTPAC,.00000000,.00000000
2024-02-08,NEUTRAFIX,ASCENDEX,.00000000,.00000000
2024-02-08,NEUTRAFIX,BALTHAZAR,.00000000,.00000000
2024-02-08,NEUTRAFIX,BANKTOCHKA,.00000000,.00000000
2024-02-08,NEUTRAFIX,BINANCE,.00000000,.00000000
2024-02-08,NEUTRAFIX,BLUEBOAT,.00000000,.00000000
2024-02-08,NEUTRAFIX,BULKSMS,.00000000,.00000000
2024-02-08,NEUTRAFIX,BUMBLE,.00000000,.00000000
2024-02-08,NEUTRAFIX,CHARICHARI,.00000000,.00000000
2024-02-08,NEUTRAFIX,CURIOUSCAT,.00000000,.00000000
2024-02-08,NEUTRAFIX,EXNESS,.00000000,.00000000
2024-02-08,NEUTRAFIX,FPIL,.00000000,.00000000
2024-02-08,NEUTRAFIX,GRAB,.00000000,.00000000
2024-02-08,NEUTRAFIX,HALLOAPP,.00000000,.00000000
2024-02-08,NEUTRAFIX,HBZHK,.00000000,.00000000
2024-02-08,NEUTRAFIX,HELLOYO,.00000000,.00000000
2024-02-08,NEUTRAFIX,MARATHONBE,.00000000,.00000000
2024-02-08,NEUTRAFIX,OLE777,.00000000,.00000000
2024-02-08,NEUTRAFIX,P2P(SE),.00000000,.00000000
2024-02-08,NEUTRAFIX,P2P(SL),.00000000,.00000000
2024-02-08,NEUTRAFIX,RHBANK,.00000000,.00000000
2024-02-08,NEUTRAFIX,RMLOTP,.00000000,.00000000
2024-02-08,NEUTRAFIX,SCBANK,.00000000,.00000000
2024-02-08,NEUTRAFIX,SCOOT,.00000000,.00000000
2024-02-08,NEUTRAFIX,TAWAKKALNA,.00000000,.00000000
2024-02-08,NEUTRAFIX,TRACYSYSTE,.00000000,.00000000
2024-02-08,NEUTRAFIX,TRANSOCKS,.00000000,.00000000
2024-02-08,NEUTRAFIX,TWILIO,.00000000,.00000000
2024-02-08,NEUTRAFIX,UBISOFT,.00000000,.00000000
2024-02-08,NEUTRAFIX,VERIFY,.00000000,.00000000
2024-02-08,NEUTRAFIX,WORLDTEXT,.00000000,.00000000
2024-02-08,NEUTRAFIX,X,.00000000,.00000000
2024-02-08,NEUTRAFIX,BITDEER,.00000000,.00000000
2024-02-08,NEUTRAFIX,FACEBOOK,.00000000,.00000000
2024-02-08,FACEBOOK,WHATSAPP,.00000000,.00000000
2024-02-08,GLYRY,QSMS,.00000000,.00000000
2024-02-08,LANCK TELECOM,ALIPAY,.00000000,.00000000
2024-02-08,LANCK TELECOM,CHKMOB,.00000000,.00000000
2024-02-08,LANCK TELECOM,INDIGO,.00000000,.00000000
2024-02-08,LANCK TELECOM,MARRIOTT,.00000000,.00000000
2024-02-08,LANCK TELECOM,WECHAT,.00000000,.00000000
2024-02-08,MESSAGEBIRD,AIRBNB,.00000000,.00000000
2024-02-08,MESSAGEBIRD,ALPHA,.00000000,.00000000
2024-02-08,MESSAGEBIRD,INTLSOS,.00000000,.00000000
2024-02-08,MONTY,HUAWEI,.00000000,.00000000
2024-02-08,NEUTRAFIX,GOOGLE,.00000000,.00000000
2024-02-08,NEXMO,VONAGEVF,.00000000,.00000000
2024-02-08,SAP(P2P),P2P(KR),.00000000,.00000000
2024-02-08,SAP(P2P),P2P(SG),.00000000,.00000000
2024-02-08,SILVERSTREET,CIMB BANK,.00000000,.00000000
2024-02-08,SYNIVERSE,EASTWESTBN,.00000000,.00000000
2024-02-08,TOG,BDSVERIFY,.00000000,.00000000
2024-02-08,TOG,COINBASE,.00000000,.00000000
2024-02-08,TOG,GOLFCLASH,.00000000,.00000000
2024-02-08,TOG,GSPL,.00000000,.00000000
2024-02-08,TOG,HB-2013050,.00000000,.00000000
2024-02-08,TOG,HOTELVERIF,.00000000,.00000000
2024-02-08,TOG,KLOOK,.00000000,.00000000
2024-02-08,TOG,MAB,.00000000,.00000000
2024-02-08,TOG,MESH,.00000000,.00000000
2024-02-08,TOG,SONDER,.00000000,.00000000
2024-02-08,TOG,TASTYWORKS,.00000000,.00000000
2024-02-08,WAVECELL,FREELIFE,.00000000,.00000000
2024-02-09,CITIC,UNIONPAY,27.00000000,27.00000000
2024-02-09,CITIC(P2P),P2P(CN),420.00000000,420.00000000
2024-02-09,CLX,FEDBNK,1.00000000,1.00000000
2024-02-09,CLX,KLM,26.00000000,26.00000000
2024-02-09,CM.COM,ALIRICH,14.00000000,14.00000000
2024-02-09,NEUTRAFIX,BDO-OTP,7.00000000,7.00000000
2024-02-09,NEUTRAFIX,NUSKIN,2.00000000,2.00000000
2024-02-09,NEUTRAFIX,PMB,4.00000000,4.00000000
2024-02-09,NEUTRAFIX,PPOLLY,23.00000000,23.00000000
2024-02-09,NEUTRAFIX,OKRU,3.00000000,3.00000000
2024-02-09,NEUTRAFIX,OPPO,109.00000000,109.00000000
2024-02-09,NEUTRAFIX,ABNAMRO,1.00000000,1.00000000
2024-02-09,NEUTRAFIX,BANKTOCHKA,49.00000000,49.00000000
2024-02-09,NEUTRAFIX,BATIKAIR,174.00000000,174.00000000
2024-02-09,NEUTRAFIX,BOOMPLAY,1.00000000,1.00000000
2024-02-09,NEUTRAFIX,CHKMOB,24.00000000,24.00000000
2024-02-09,NEUTRAFIX,DING,10.00000000,10.00000000
2024-02-09,NEUTRAFIX,HAIDILAO,13.00000000,13.00000000
2024-02-09,NEUTRAFIX,IATSMS,30.00000000,30.00000000
2024-02-09,NEUTRAFIX,MB SANDS S,910.00000000,910.00000000
2024-02-09,NEUTRAFIX,MICHELINOT,25.00000000,25.00000000
2024-02-09,NEUTRAFIX,MONTSMS,84.00000000,84.00000000
2024-02-09,NEUTRAFIX,NEDBANK,1.00000000,1.00000000
2024-02-09,NEUTRAFIX,P2P(DZ),1.00000000,1.00000000
2024-02-09,NEUTRAFIX,P2P(JP),3.00000000,3.00000000
2024-02-09,NEUTRAFIX,P2P(MX),4.00000000,4.00000000
2024-02-09,NEUTRAFIX,QSMS,467.00000000,467.00000000
2024-02-09,NEUTRAFIX,SENDGRID,31.00000000,31.00000000
2024-02-09,NEUTRAFIX,SNAPCHAT,3173.00000000,3173.00000000
2024-02-09,NEUTRAFIX,TAOVIP,1.00000000,1.00000000
2024-02-09,NEUTRAFIX,TXMSG,33.00000000,33.00000000
2024-02-09,NEUTRAFIX,WHISPIR,22.00000000,22.00000000
2024-02-09,NEUTRAFIX,YALE,8.00000000,8.00000000
2024-02-09,NEUTRAFIX,YOUBIZ,10.00000000,10.00000000
2024-02-09,NEUTRAFIX,AUTHY,4.00000000,4.00000000
2024-02-09,NEUTRAFIX,BABKA,1.00000000,1.00000000
2024-02-09,NEUTRAFIX,BADOO,10.00000000,10.00000000
2024-02-09,NEUTRAFIX,BLOCKCHAIN,15.00000000,15.00000000
2024-02-09,NEUTRAFIX,XIAOMI,11.00000000,11.00000000
2024-02-09,KAYEYRA,X,1.00000000,1.00000000
2024-02-09,MESSAGEBIRD,FSMONE,5.00000000,5.00000000
2024-02-09,MESSAGEBIRD,SELERYS,110.00000000,110.00000000
2024-02-09,NEXMO,BYTEPLUS,1.00000000,1.00000000
2024-02-09,NEXMO,HCLOUD,18.00000000,18.00000000
2024-02-09,NEXMO,UBER,28.00000000,28.00000000
2024-02-09,SILVERSTREET,MICROSOFT,2783.00000000,2783.00000000
2024-02-09,SILVERSTREET,MSVERIFY,64.00000000,64.00000000
2024-02-09,SYNIVERSE,ICARD,2.00000000,2.00000000
2024-02-09,TOG,DIVVY,8.00000000,8.00000000
2024-02-09,TOG,ENTRUST,1.00000000,1.00000000
2024-02-09,TOG,FUTU,6.00000000,6.00000000
2024-02-09,TOG,MEETNOW,3.00000000,3.00000000
2024-02-09,TOG,MEXC,161.00000000,161.00000000
2024-02-09,TOG,SMSAUTH,17.00000000,17.00000000
2024-02-09,TOG,TRUECALLER,6.00000000,6.00000000
2024-02-09,TOG,X,650.00000000,650.00000000
2024-02-09,CLX,CGSCIMB,.00000000,.00000000
2024-02-09,CLX,ONESERVICE,.00000000,.00000000
2024-02-09,NEUTRAFIX,ABCD,.00000000,.00000000
2024-02-09,NEUTRAFIX,CLOPEN,.00000000,.00000000
2024-02-09,NEUTRAFIX,HDFCBK,.00000000,.00000000
2024-02-09,NEUTRAFIX,IATSMS,.00000000,.00000000
2024-02-09,NEUTRAFIX,LARK,.00000000,.00000000
2024-02-09,NEUTRAFIX,QSMS,.00000000,.00000000
2024-02-09,NEUTRAFIX,UBER,.00000000,.00000000
2024-02-09,NEUTRAFIX,HUAWEI,.00000000,.00000000
2024-02-09,NEUTRAFIX,VIBER,.00000000,.00000000
2024-02-09,NEUTRAFIX,ALIBABA,.00000000,.00000000
2024-02-09,NEUTRAFIX,APPLE,.00000000,.00000000
2024-02-09,NEUTRAFIX,BABKA,.00000000,.00000000
2024-02-09,NEUTRAFIX,BADOO,.00000000,.00000000
2024-02-09,NEUTRAFIX,BOOKING.CO,.00000000,.00000000
2024-02-09,NEUTRAFIX,BYBIT,.00000000,.00000000
2024-02-09,NEUTRAFIX,CAREEM,.00000000,.00000000
2024-02-09,NEUTRAFIX,CARSERVICE,.00000000,.00000000
2024-02-09,NEUTRAFIX,CLOPEN,.00000000,.00000000
2024-02-09,NEUTRAFIX,CLUBHOUSE,.00000000,.00000000
2024-02-09,NEUTRAFIX,ENETT,.00000000,.00000000
2024-02-09,NEUTRAFIX,FLYUNITED,.00000000,.00000000
2024-02-09,NEUTRAFIX,GINEE,.00000000,.00000000
2024-02-09,NEUTRAFIX,HALLOAPP,.00000000,.00000000
2024-02-09,NEUTRAFIX,HASHKEY,.00000000,.00000000
2024-02-09,NEUTRAFIX,KONSEL,.00000000,.00000000
2024-02-09,NEUTRAFIX,MAIL.COM,.00000000,.00000000
2024-02-09,NEUTRAFIX,MICETRIBE,.00000000,.00000000
2024-02-09,NEUTRAFIX,MQL5,.00000000,.00000000
2024-02-09,NEUTRAFIX,P2P(AU),.00000000,.00000000
2024-02-09,NEUTRAFIX,P2P(CH),.00000000,.00000000
2024-02-09,NEUTRAFIX,P2P(FR),.00000000,.00000000
2024-02-09,NEUTRAFIX,P2P(MY),.00000000,.00000000
2024-02-09,NEUTRAFIX,REDBUS,.00000000,.00000000
2024-02-09,NEUTRAFIX,REWARDCARD,.00000000,.00000000
2024-02-09,NEUTRAFIX,SAVERIS2,.00000000,.00000000
2024-02-09,NEUTRAFIX,SBIBNK,.00000000,.00000000
2024-02-09,NEUTRAFIX,SITEAT,.00000000,.00000000
2024-02-09,NEUTRAFIX,TIKTOK,.00000000,.00000000
2024-02-09,NEUTRAFIX,TRICEFY,.00000000,.00000000
2024-02-09,NEUTRAFIX,UBERID,.00000000,.00000000
2024-02-09,NEUTRAFIX,YESBNK,.00000000,.00000000
2024-02-09,NEUTRAFIX,CNINFO,.00000000,.00000000
2024-02-09,NEUTRAFIX,DING,.00000000,.00000000
2024-02-09,NEUTRAFIX,IHERB,.00000000,.00000000
2024-02-09,NEUTRAFIX,METAMAGNET,.00000000,.00000000
2024-02-09,NEUTRAFIX,WAKIE,.00000000,.00000000
2024-02-09,LANCK TELECOM,YOLLA,.00000000,.00000000
2024-02-09,MESSAGEBIRD,BIGO,.00000000,.00000000
2024-02-09,MESSAGEBIRD,INTLSOS,.00000000,.00000000
2024-02-09,NEXMO,BYBIT,.00000000,.00000000
2024-02-09,NEXMO,DUOLINGO,.00000000,.00000000
2024-02-09,NEXMO,SNAPCHAT,.00000000,.00000000
2024-02-09,SAP(P2P),P2P(FR),.00000000,.00000000
